30s,Female Stocking,China Collar Shirt,Black Low Sneakers,Dandy Hairstyle,Drop earrings,Professor,Deep Dawn,Haunted House,Throw Up Blood,Fly
20s,Hydrochloric Acid,Charcoal Hoodie,Black Low Sneakers,High Ponytail,Charm Earrings,Hotel Receptionist,Morning,Members Only Studyroom,Quite Conversation,Women`s Underwear
40s,Yellow Box Cutter,Stripe Tshirt,German Army Trainers,Low Ponytail,Lip Piercing,Hotel Receptionist,Late Night,Studio Airbnb,People Having Conversation,Body Hair
30s,Bottle of Propofol,Green Hiking Jacket,Black Low Sneakers,Long Hair,Tennis Wristband,Guard,Deep Dawn,Back Seats,Drilling,Scorch Mark
50s,Wodden Handle Shovel,Long Field Jacket,Black Dress Shoes,Pink Permed Hair,Cross Charm Bracelet,Chef,Morning,Inside Camping Car,Water Flowing Sound,Bullet
40s,Ski Pole,Yellow Short Cardigan,Black Converse,Long Hippie Perm,Cross Charm Bracelet,Mart Cashier,Late Night,Greek Style Pension,Twisting Jaw joint,Glass Fragments
30s,Venomous Snake Cage,Duck Patch Hoodie,Blue Football Boots,Mid-long Curly Hair,Lion Shaped Ring,Lawyer,Night,Officetel Elevator,Cars On Highway,Nail Tips
60s,Machine Gun K15,Cotton Zip Hoodie,Knee High Wellies,Two Block Haircut,Charm Earrings,Soldier,Early Morning,Motel in Backstreet,Twisting Jaw joint,Fly
40s,Sport Towel,Undershirt,White Running Shoes,Long Blonde hair,Skull Shaped Ring,Janitor,Morning,Subway Station Entrance,Hazy Music,Ripped Cloth
20s,Heroine,Grey Hiking Jacket,Black Leather Loafer,Natural Two Block,Skull Shaped Ring,Actor,Night,SUV Back Seats,Irregular Walking Sound,Crumpled Cigarette Package
60s,Black Belt,Long Field Jacket,Blue Football Boots,Long Brown hair,Cross Charm Bracelet,Director,Around Midnight,Officetel Management Office,Spit On Ground,Excrements
20s,Remington M7188,Grey Knit Shirt,Black Dress Shoes,Bob With Bangs,Millitary Backpack,Chef,Late Night,Semi Basement Apartment,Sound of Chainsaw,Feather
60s,Fire Poker,Short Padded Coat,Black Boots,Mid-long Ponytail,Buddhist Bead Bracelet,Doctor,Morning,Officetel Underground Parkinglot,Propeller Sound,Arson Attempt
50s,Ice Pick,Vest With Slits,Strapped Leather Sandal,Black Short Babyperm,Buddhist Bead Bracelet,Chef,Early Morning,New Guest House,Fan Sound,Fly
40s,Red Chainsaw,Printed White Tshirt,Knee High Wellies,Short Hair,Thick Chain Nechlace,Soldier,Late Night,Passenger Seat,Computer Mouse Clicking,Fingerprints
60s,Wooden Board,Short Padded Coat,White Platform Sneakers,Mid-long Curly Hair,Electronics Anklet,Model,Late Afternoon,Female Outfit Outlet,Water Flowing Sound,Scorch Mark
40s,Rusty Shotgun,Lace Blouse,German Army Trainers,Comma Hairstyle,Chocker Necklace,Banker,Morning,Messy Club,Cat Meow,Used Toilet Paper
20s,Muscaria Mushroom,Undershirt,White Running Shoes,Pomade Hair,Eyebrow Piercing,Soldier,Morning,Hostel (Mixed Dorm),Propeller Sound,Disposable Lighter
20s,Fire Poker,Grey Knit Shirt,White Platform Sneakers,Long Hair,Silver Stainless Ring,Firefighter,Late Night,Shared Office Toilet,Phone Alarm Ringing,Black Hair
20s,Red Brick,Vest With Slits,Black Boots,Perm With Bangs,Drop earrings,Firefighter,Deep Dawn,Deep Forest,Whistle,Fly
40s,Teracotta Pot,Stripe Tshirt,Black Dress Shoes,Long Hippie Perm,Drop earrings,Mart Cashier,Night,Motel in Backstreet,Digging With Shovel,Lipstick Without Fingerprint
20s,Mercury,Yellow Short Cardigan,Ivowy Suede Moccasin,Long Hair,Skull Shaped Ring,Soldier,Morning,Old Studio Apartment,Grill the Meat,Arson Attempt
60s,Black Belt,Grey Hiking Jacket,Red Football Boots,Bob With Bangs,Drop earrings,Soldier,Night,Private English Academy,TV Sports Commentaries,Feather
20s,Bottle of Propofol,Printed Black Tshirt,Skyblue Flip Flop,Short Curly Hair,Gold Cross Necklace,Guard,Night,Inn Near Brothel,Washing Machine Sound,Glass Fragments
50s,Old Striped Tie,Vest With Slits,Brown Flip Flop,Natural Two Block,Cross Charm Bracelet,Janitor,Morning,Deep Forest,Neon Sign Noise,Women`s Underwear
40s,Pesticide,Vest With Slits,Ochre Leather Loper,Long Curly Hair,Engagement Ring,Guard,Deep Dawn,Messy Dumpster Alley,Crack Knuckles,Excrements
20s,Wrapped Knife,Khaki Tshirt,Ivowy Suede Moccasin,Pink Permed Hair,Tennis Wristband,Engineer,Late Night,Old DVD room,Cutting Something,Crumpled Cigarette Package
50s,Old Circular Saw,Black Tshirt,Suede Boat shoes,Bob With Bangs,Engagement Ring,Director,Night,Self Service Bar,Strong Wind,Empty Cartridge
40s,Green Utility Knife,Brown Wool Coat,White Platform Sneakers,High Ponytail,Eyebrow Piercing,Engineer,Morning,Officetel Management Office,Cutting Something,Irregular Footprints
40s,Potassium Cyanide,Duck Patch Hoodie,Ivory Converse,Pomade Hair,Charm Earrings,Nurse,Night,Lonesome Bus Station,Gas Range On,Different Soil
70s,Transparent Vodka Bottle,Jersey Zip Hoodie,Suede Boat shoes,Pink Permed Hair,Millitary Backpack,Nurse,Late Night,Ecological Park,Digging With Shovel,Used Toilet Paper
20s,Yellow Box Cutter,Long Field Jacket,White Platform Sneakers,Short Curly Hair,Tennis Wristband,Lawyer,Around Midnight,Shared Office Toilet,Cutting Something,Fly
20s,Wooden Handle Cleaver,Short Padded Coat,Black Converse,Pomade Hair,Millitary Backpack,Soldier,Early Morning,SUV Passenger Seat,Gas Range On,Solid Blood
30s,Flathead Screwdriver,Long Field Jacket,Combat Boots,Bald Hair,Electronics Anklet,Lawyer,Early Morning,Members Only Studyroom,Running Treadmill,Arson Attempt
60s,Hydrochloric Acid,Brown Wool Coat,Brown Flip Flop,Pomade Hair,Black Backpack,Mart Cashier,Early Morning,Small Theater Onstage,Digging With Shovel,Cigarette Butts
20s,Sport Towel,Grey Hiking Jacket,Thigh High Wellies,Dandy Hairstyle,Lion Shaped Ring,Guard,Deep Dawn,Lonesome Bus Station,Gas Range On,Lipstick Stained Cigarette
50s,Wooden Handle Cleaver,Vest With Slits,Skyblue Flip Flop,Long Hair,Silver Stainless Ring,Guard,Deep Dawn,PC cafe,Sound of Wave,Feather
30s,Machete,Green Hiking Jacket,White Platform Sneakers,Dandy Hairstyle,Black Backpack,Nurse,Night,Motel in Downtown,Spit On Ground,Fibrous Tissues
70s,Pry Bar,Luxury Brown Shearing,Black Low Sneakers,Long Hair,Colorful Bracelets,Cleaner,Night,Single Corridor Apartment,Finger Snap,Women`s Underwear
60s,Surgical Blade,Long Field Jacket,Ivory Converse,Mid-long Curly Hair,Black Disposable Mask,Director,Early Morning,Old Studio Apartment,Computer Mouse Clicking,Maggot
20s,Fire Axe,Long Sleeve Tshirt,Black Low Sneakers,Short Curly Hair,Engagement Ring,Director,Morning,Members Only Studyroom,Crack Knuckles,Women`s Underwear
40s,Surgical Blade,Emerald Coach Jacket,Ivory Converse,Long Brown hair,Engagement Ring,Guard,Deep Dawn,Haunted House,Hammering Sound,Lipstick Stained Cigarette
40s,Surgical Blade,Undershirt,Cherry Colored Boots,Long Blonde hair,Black Backpack,Janitor,Deep Dawn,Lecture Hall,Hazy Music,Excrements
20s,Collectible Folding Knife,Varsity Jacket,Black Leather Loafer,High Ponytail,Cross Charm Bracelet,Engineer,Deep Dawn,Sashimi Restaurant,Cutlery Falling down,Fly
50s,Climbing Rope,Long Padded Coat,Brown Leather Loafer,Dandy Hairstyle,Leg Prosthetics,Model,Deep Dawn,Messy Goshiwon,Screaming,Lipstick Stained Cigarette
30s,Piano Wire,Cotton Zip Hoodie,Ivory Converse,Comma Hairstyle,Black Disposable Mask,Professor,Late Night,Amusement Park Pillar,Throw Up Blood,Feather
30s,Walther PPK .32ACP,Duck Patch Hoodie,Blue Colored Boots,Mid-long Curly Hair,Cross Charm Bracelet,Director,Deep Dawn,Airbnb With Host,Whistle,Crumpled Cigarette Package
30s,Rusty Sickle,Jersey Zip Hoodie,White Platform Sneakers,Pink Permed Hair,Engagement Ring,Actor,Late Afternoon,Haunted House,Grind one`s Teeth,Crumpled Cigarette Package
60s,Tetrodotoxin Powder,Grey Hiking Jacket,Cherry Colored Boots,Long Hair,Silver Stainless Ring,Soldier,Deep Dawn,Town Hall,Crack Knuckles,Disposable Lighter
30s,Green Utility Knife,Jersey Zip Hoodie,Chess Patteren loafer,Natural Two Block,Buddhist Bead Bracelet,Guard,Deep Dawn,Major Bank,Toilet Flush Sound,Fly
20s,Wooden Board,Jersey Zip Hoodie,Black Low Sneakers,Pomade Hair,Black Backpack,Professor,Morning,Self Service Cafe,Water Flowing Sound,Crumpled Cigarette Package
60s,Red Chainsaw,Short Padded Coat,Brown Leather Loafer,Long Hair,Electronics Anklet,Cleaner,Early Morning,SUV Passenger Seat,Hammering Sound,Footprint 240mm Loper
50s,Mechanical Pencil,Long Sleeve Tshirt,White Basketball Shoes,Short Permed Hair,Thick Chain Nechlace,Homeless,Morning,SUV Back Seats,Cutting Something,Chewed Gum
20s,Tetrodotoxin Powder,Printed White Tshirt,Blue Football Boots,Cherry Red Hair,Eyebrow Piercing,Hair Designer,Late Night,Big Old Arboretum,Sand Stepping Barefoot,Weapon With Fingerprint
40s,Dental Drill,Long Sleeve Tshirt,Ivowy Suede Moccasin,Brown Short Babyperm,Black Backpack,Soldier,Late Night,Old Guest House,Slip and Crash,Women`s Underwear
30s,Charging Cable,Duck Patch Hoodie,German Army Trainers,Two Block Haircut,Silver Stainless Ring,Model,Late Afternoon,Dumpster,Water Flowing Sound,Maggot
30s,Female Stocking,Vest With Slits,Knee High Wellies,High Ponytail,Chocker Necklace,Sanitation Worker,Night,Old Snack Bar,Cutting Something,Skid Mark
20s,Walther PPK .32ACP,Old Denim Jacket,Chess Patteren loafer,High Ponytail,Electronics Anklet,Athletic Trainer,Morning,SUV Passenger Seat,Strong Wind,Chewed Gum
60s,Irregular Shaped Rock,Emerald Coach Jacket,Ochre Leather Loper,High Ponytail,Thick Chain Nechlace,Athlete,Night,Cargo Truck Back,TV Sports Commentaries,Women`s Underwear
20s,Charging Cable,Jersey Zip Hoodie,White Basketball Shoes,Dandy Hairstyle,Gold Cross Necklace,Nurse,Morning,SUV Back Seats,Neon Sign Noise,Maggot
20s,Tetrodotoxin Powder,Bulletproof Vest,Black Long Boots,Mid-long Straight Hair,Electronics Anklet,Firefighter,Deep Dawn,Dormitory High School,Cutting Something,Maggot
20s,Teracotta Pot,Undershirt,Black Leather Loafer,Perm With Bangs,Buddhist Bead Bracelet,Engineer,Night,Inn Near Brothel,TV Sports Commentaries,Bullet
30s,Green Utility Knife,Grey Fleece Hoodie,Chess Patteren loafer,High Ponytail,Chocker Necklace,Athletic Trainer,Night,Small Old Supermarket,Crack Knuckles,Black Vinyl Bag
50s,Glacial Acetic Acid,Pilot Bomber Jacket,Black Converse,Comma Hairstyle,Leg Prosthetics,Lawyer,Late Night,Karaoke Underground,Joint twisted,Footprint 270mm Sneakers
40s,Wodden Handle Shovel,Charcoal Hoodie,White Running Shoes,Pink Permed Hair,Black Backpack,Athlete,Early Morning,Dormitory High School,Cutting Something,Black Hair
30s,Microgun XM214,Printed White Tshirt,White Running Shoes,Pomade Hair,Black Disposable Mask,Hotel Receptionist,Morning,SUV Back Seats,Keyboard Sound,Chewed Gum
30s,Desert Eagle,Long Sleeve Tshirt,Ochre Leather Loper,Mid-long Curly Hair,Charm Earrings,Sanitation Worker,Morning,PC cafe,Beat Against Wall,Excrements
40s,Chisel,Grey Fleece Hoodie,Strapped Leather Sandal,Pink Permed Hair,Silver Stainless Ring,Director,Early Morning,Self Service Cafe,Cat Meow,Crumpled Cigarette Package
50s,Water,Crop Vest Knit,Red Converse,High Ponytail,Black Disposable Mask,Chef,Deep Dawn,Famous Traditional Market,Cars On Highway,Empty Cartridge
20s,Sharp Edged Stone,China Collar Shirt,Chess Patteren loafer,Short Hair,Drop earrings,Athletic Trainer,Morning,Old DVD room,Cat Meow,Fingerprints
20s,Flathead Screwdriver,Pilot Bomber Jacket,White Platform Sneakers,Short Hair,Chocker Necklace,Mechanic,Late Night,Famous Traditional Market,Whistle,Excrements
20s,Bereta APX,Long Field Jacket,White Platform Sneakers,Pomade Hair,Cross Charm Bracelet,Chef,Late Night,Semi Basement Apartment,Water Flowing Sound,Footprint 265mm workshoes
60s,Wire Saw,Luxury Brown Shearing,White Running Shoes,Natural Two Block,Silver Stainless Ring,Nurse,Morning,Small Old Supermarket,Draw On Asphalt,Crumpled Cigarette Package
50s,Duct Tape,Long buttonless Cardigan,Black Long Boots,Mid-long Ponytail,Engagement Ring,Cleaner,Early Morning,Passenger Seat,Grind one`s Teeth,Black Powder
30s,Wodden Handle Shovel,Long Field Jacket,Brown Leather Loafer,High Ponytail,Electronics Anklet,Lawyer,Early Morning,Amusement Park Pillar,Chewing Gum,Empty Cartridge
30s,Wooden Handle Cleaver,Brown Wool Coat,Ivowy Suede Moccasin,Bob With Bangs,Skull Shaped Ring,Hair Designer,Morning,Dormitory High School,Joint twisted,Empty Cartridge
50s,Bereta APX,Long Field Jacket,Thigh High Wellies,Pomade Hair,Skull Shaped Ring,Chef,Deep Dawn,Old Snack Bar,Crack Knuckles,Black Wig Hair
50s,Wooden Board,Long Field Jacket,Bare Foot,Buzz cut hair,Black Disposable Mask,Mart Cashier,Deep Dawn,SUV Back Seats,Running Treadmill,Lipstick Without Fingerprint
30s,Rusty Shotgun,Yellow Short Cardigan,Black Leather Loafer,Bald Hair,Electronics Anklet,Mart Cashier,Morning,School Reunions,Strong Wind,Feather
60s,Old Striped Tie,Stripe Turtleneck Knit,Thigh High Wellies,Short Curly Hair,Leg Prosthetics,Guard,Night,Old DVD room,Counting Money,Maggot
40s,Mercury,Yellow Short Cardigan,Suede Boat shoes,Low Ponytail,Skull Shaped Ring,Professor,Deep Dawn,Custom Camping Car,People Having Conversation,Empty Cartridge
20s,Expandable Nightstick,Long Sleeve Tshirt,Red Converse,Short Hair,Gold Cross Necklace,Sanitation Worker,Deep Dawn,SUV Back Seats,Throw Up Blood,Lipstick Stained Cigarette
20s,Fishing Wire,Brown Wool Coat,Blue Colored Boots,Low Ponytail,Chocker Necklace,Director,Late Night,Old DVD room,Slip and Crash,Black Hair
20s,Charging Cable,Grey Knit Shirt,Suede Boat shoes,Mid-long Hair,Engagement Ring,Nurse,Early Morning,University Hospital,Chewing Paper Cup,Lipstick Without Fingerprint
60s,Tetrodotoxin Powder,Grey Hiking Jacket,Strapped Leather Sandal,Pink Permed Hair,Black Backpack,Soldier,Morning,Back Seats,Twisting Jaw joint,Feather
60s,Thick Rubber Wire,Brown Wool Coat,White Running Shoes,Buzz cut hair,Skull Shaped Ring,Chef,Morning,Self Service Cafe,Sand Stepping Barefoot,Fibrous Tissues
30s,Board With Nails,Stripe Turtleneck Knit,Black Converse,Long Permed Hair,Black Disposable Mask,Athletic Trainer,Morning,Karaoke Underground,Gas Range On,Used Toilet Paper
20s,Flathead Screwdriver,Grey Knit Shirt,Blue Football Boots,Mid-long Ponytail,Colorful Bracelets,Soldier,Deep Dawn,Underground Parking Lot,Water Flowing Sound,Black Wig Hair
20s,Climbing Rope,Undershirt,Strapped Leather Sandal,Mid-long Ponytail,Colorful Bracelets,Hair Designer,Night,5 Star hotel,Spit On Ground,Maggot
50s,Desert Eagle,Stripe Turtleneck Knit,Black Dress Shoes,Perm With Bangs,Skull Shaped Ring,Professor,Late Afternoon,Dumpster,Dog Barking,Arson Attempt
60s,Computer Monitor,Jersey Zip Hoodie,Old Leather Oxford,Brown Short Babyperm,Leon Sunglasses,Sanitation Worker,Late Night,Greek Style Pension,Neon Sign Noise,Chewed Gum
30s,Rusty Hammer,White Shirt,Red Converse,Long Hair,Lion Shaped Ring,Janitor,Morning,Dumpster,Plastic Beating Sound,Fingerprints
30s,Climbing Rope,Crop Vest Knit,Black Converse,Cherry Red Hair,Engagement Ring,Firefighter,Late Night,Messy Club,TV Sports Commentaries,Light Brown Hair
50s,Fishing Wire,Logo Printed Windbreaker,Blue Colored Boots,Comma Hairstyle,Electronics Anklet,Engineer,Late Night,Big Old Arboretum,Chewing Gum,Nail Tips
30s,Submachine Gun AR-18,Undershirt,Brown Leather Loafer,Long Curly Hair,Thick Chain Nechlace,Engineer,Morning,House With Yard,Skid Sounds,Different Soil
30s,"Walther PPK ",Lace Blouse,Blue Football Boots,Brown Short Babyperm,Thick Chain Nechlace,Banker,Late Afternoon,Lecture Hall,Breaking Bone,Ripped Cloth
70s,"Walther PPK ",Cotton Zip Hoodie,Ochre Leather Loper,Short Permed Hair,Skull Shaped Ring,Nurse,Deep Dawn,Back Seats,Chewing Paper Cup,Irregular Footprints
40s,Beer Bottle,Logo Printed Windbreaker,White Platform Sneakers,Short Permed Hair,Silver Stainless Ring,Mart Cashier,Around Midnight,Self Service Cafe,Water Flowing Sound,Used Toilet Paper
40s,Broken Beer Bottle,Long Field Jacket,Ivowy Suede Moccasin,Mid-long Ponytail,Millitary Backpack,Soldier,Late Night,Old Studio Apartment,Water Flowing Sound,Women`s Underwear
40s,Fishing Wire,Yellow Short Cardigan,Chess Patteren loafer,Long Permed Hair,Colorful Bracelets,Professor,Deep Dawn,Closed Amusement Park,Whistle,Used Toilet Paper
70s,Jute Twine,China Collar Shirt,Black Converse,Mid-long Ponytail,Skull Shaped Ring,Doctor,Morning,Lecture Hall,Keyboard Sound,Used Toilet Paper
20s,Wooden Cane,Printed White Tshirt,White Running Shoes,Bob With Bangs,Skull Shaped Ring,Sanitation Worker,Morning,Back Seats,Fan Sound,Lipstick Without Fingerprint
40s,Wrapped Knife,Short Padded Coat,Black Low Sneakers,Dandy Hairstyle,Engagement Ring,Mart Cashier,Night,Passenger Seat,Running Treadmill,Nail Tips
70s,Walther PPK .32ACP,Cotton Zip Hoodie,Brown Flip Flop,Pink Permed Hair,Electronics Anklet,Director,Night,Officetel Underground Parkinglot,People Having Conversation,Black Wig Hair
50s,Pesticide,Logo Printed Sweatshirt,Blue Football Boots,Two Block Haircut,Cross Charm Bracelet,Soldier,Deep Dawn,Dumpster,Grill the Meat,Black Wig Hair
30s,Prosthetic Leg,Grey Fleece Hoodie,Brown Leather Loafer,Two Block Haircut,Black Disposable Mask,Cleaner,Morning,Self Service Cafe,Dog Barking,Headlight
70s,Wooden Board,Printed Black Tshirt,German Army Trainers,Mid-long Curly Hair,Wide Leather Bracelet,Engineer,Deep Dawn,Major Bank,People Having Conversation,Black Hair
40s,Shinai,Short Padded Coat,Black Converse,Natural Two Block,Tennis Wristband,Athletic Trainer,Night,House With Yard,Whistle,Black Hair
40s,Studded Dirty Knuckle,Long Field Jacket,Suede Boat shoes,Pink Permed Hair,Wide Leather Bracelet,Mart Cashier,Morning,Inside Taxi,Cars On Highway,Fingerprints
30s,Green Utility Knife,Long Sleeve Tshirt,German Army Trainers,Long Layered Hair,Chocker Necklace,Janitor,Morning,Famous Traditional Market,Electric Fan Sound,Fingerprints
50s,Rusty Sickle,Brown Wool Coat,White Platform Sneakers,High Ponytail,Tennis Wristband,Sanitation Worker,Morning,Major Bank,Remote Air Conditioner,Crumpled Cigarette Package
30s,Wooden Cane,Purple Short Cardigan,Chess Patteren loafer,Cherry Red Hair,Millitary Backpack,Mart Cashier,Deep Dawn,PC cafe,People Having Conversation,Footprint 245mm Highheels
30s,Stained Handsaw,Vest With Slits,Black Leather Loafer,Long Hair,Buddhist Bead Bracelet,Guard,Late Night,Dumpster,Chewing Paper Cup,Fly
20s,Desert Eagle,Cotton Zip Hoodie,Black Long Boots,Long Hair,Engagement Ring,Guard,Morning,Closed Amusement Park,Cat Meow,Black Hair
60s,Poisoned Medicine,Emerald Coach Jacket,Ivory Converse,Mid-long Straight Hair,Cross Charm Bracelet,Cleaner,Late Afternoon,Motel in Backstreet,Singing Gospell,Scorch Mark
40s,Fire Poker,Blue Shirt,Red Converse,Perm With Bangs,Engagement Ring,Chef,Early Morning,Old Snack Bar,Chewing Paper Cup,Different Soil
60s,Sharp Edged Stone,White Tshirt,Ivory Converse,High Ponytail,Lion Shaped Ring,Model,Early Morning,Small Theater Onstage,Water Flowing Sound,Fingerprints
60s,Mercury,Vest With Slits,Blue Colored Boots,Short Hair,Black Backpack,Engineer,Morning,Self Service Cafe,Finger Snap,Maggot
50s,Hydrochloric Acid,Vest With Slits,White Stained Boots,Comma Hairstyle,Skull Shaped Ring,Janitor,Late Afternoon,Deep Forest,Neon Sign Noise,Fly
20s,Remington M7188,Lace Blouse,Knee High Wellies,Two Block Haircut,Colorful Bracelets,Professor,Late Night,Small Old Supermarket,Twisting Jaw joint,Footprint 265mm workshoes
50s,Tetrodotoxin Powder,Charcoal Hoodie,Strapped Leather Sandal,Long Curly Hair,Black Backpack,Model,Morning,Famous Traditional Market,Propeller Sound,Irregular Footprints
30s,Soju Bottle,Printed White Tshirt,Chess Patteren loafer,Brown Short Babyperm,Thick Chain Nechlace,Nurse,Deep Dawn,Inside Taxi,Plastic Beating Sound,Fly
50s,Old Striped Tie,Pilot Bomber Jacket,Black Converse,Mid-long Curly Hair,Lion Shaped Ring,Homeless,Morning,Old DVD room,Electric Fan Sound,Paint Stain
40s,Yellow Box Cutter,Long Field Jacket,Blue Colored Boots,Long Hair,Thick Chain Nechlace,Model,Late Night,Normal House,Gas Range On,Fingerprints
20s,Red Chainsaw,Crop Vest Knit,White Running Shoes,Short Curly Hair,Colorful Bracelets,Sanitation Worker,Late Afternoon,Old Snack Bar,Chalkboard Scraping,Women`s Underwear
20s,Wooden Cane,Long Field Jacket,Black Leather Loafer,Long Hair,Millitary Backpack,Professor,Late Afternoon,Karaoke Underground,Propeller Sound,Paint Stain
20s,Monkey Wrench,Printed White Tshirt,Brown Flip Flop,Short Curly Hair,Electronics Anklet,Chef,Deep Dawn,Messy Dumpster Alley,Twisting Jaw joint,Women`s Underwear
20s,Green Paring Knife,Black Hiking Jacket,Red Football Boots,Brown Short Babyperm,Electronics Anklet,Athletic Trainer,Late Night,Semi Basement Apartment,Irregular Walking Sound,Weapon With Fingerprint
30s,Dental Drill,Grey Hiking Jacket,Ivory Converse,Pink Permed Hair,Drop earrings,Mechanic,Morning,Passenger Seat,Water Flowing Sound,Black Vinyl Bag
30s,Piano Wire,Grey Hiking Jacket,Ivory Converse,Comma Hairstyle,Hand Prothetics,Mechanic,Morning,Subway Station Entrance,Neon Sign Noise,Chewed Gum
60s,Golf Club,Brown Wool Coat,Ivowy Suede Moccasin,Brown Short Babyperm,Millitary Backpack,Doctor,Late Night,SUV Back Seats,Grill the Meat,Women`s Underwear
40s,Golf Club,Grey Hiking Jacket,Black Low Sneakers,Natural Two Block,Black Backpack,Chef,Deep Dawn,House With Yard,Sound of Wave,Fingerprints
30s,Sniper Gun ULR338,Vest With Slits,German Army Trainers,Long Blonde hair,Black Backpack,Police Officer,Deep Dawn,School Reunions,Crack Knuckles,Skid Mark
50s,Pure Nicotine,Crop Vest Knit,Ivory Converse,Pomade Hair,Drop earrings,Nurse,Early Morning,Office,Bearing Groaning,Black Powder
40s,Sulfuric Acid,Long Sleeve Tshirt,Black Low Sneakers,Two Block Haircut,Millitary Backpack,Director,Morning,Greek Style Pension,Strong Wind,Body Hair
20s,Stained Handsaw,Long Sleeve Tshirt,White Platform Sneakers,Long Permed Hair,Black Backpack,Mart Cashier,Night,Office,People Having Conversation,Different Soil
40s,Pottassium Chloride,Ivy League Hoodie,Black Leather Loafer,Mid-long Curly Hair,Engagement Ring,Nurse,Late Night,Dumpster,Digging With Shovel,Used Toilet Paper
20s,Flathead Screwdriver,Luxury Brown Shearing,White Basketball Shoes,Long Permed Hair,Thick Chain Nechlace,Mart Cashier,Deep Dawn,Closed Factory,Chewing Paper Cup,Excrements
20s,Stained Handsaw,Charcoal Hoodie,White Platform Sneakers,Long Blonde hair,Skull Shaped Ring,Sanitation Worker,Deep Dawn,Old Snack Bar,Fan Sound,Bullet
30s,Rusty Sickle,Short Padded Coat,Thigh High Wellies,Pomade Hair,Engagement Ring,Soldier,Morning,Lonesome Bus Station,Chewing Gum,Black Powder
20s,Fire Axe,Grey Fleece Hoodie,Red Football Boots,Comma Hairstyle,Gold Cross Necklace,Banker,Deep Dawn,Single Corridor Apartment,Draw On Asphalt,Black Wig Hair
40s,Machine Gun K15,Undershirt,White Platform Sneakers,Natural Two Block,Lion Shaped Ring,Lawyer,Deep Dawn,Motel in Downtown,Sand Stepping Barefoot,Nail Tips
70s,Red Brick,Grey Knit Shirt,Black Leather Loafer,Long Hair,Engagement Ring,Engineer,Late Afternoon,Major Bank,Sand Stepping Barefoot,Chewed Gum
30s,Flathead Screwdriver,Long buttonless Cardigan,Black Low Sneakers,Perm With Bangs,Skull Shaped Ring,Athlete,Morning,Shared Office Toilet,Cutlery Falling down,Women`s Underwear
30s,Wooden Baseball Bat,Old Denim Jacket,Strapped Leather Sandal,Long Hippie Perm,Left Ear Pierced,Mechanic,Late Night,Messy Dumpster Alley,Cat Meow,Women`s Underwear
20s,Remington M7188,Jersey Zip Hoodie,Strapped Leather Sandal,Comma Hairstyle,Drop earrings,Engineer,Night,Messy Goshiwon,Neon Sign Noise,Light Brown Hair
50s,Pottassium Chloride,Grey Hiking Jacket,Suede Boat shoes,Low Ponytail,Engagement Ring,Janitor,Morning,Subway Station Entrance,Plastic Beating Sound,Cigarette Butts
20s,Tetrodotoxin Powder,Luxury Brown Shearing,Ivowy Suede Moccasin,Bald Hair,Colorful Bracelets,Guard,Deep Dawn,Lecture Hall,Birds Singing,Irregular Footprints
20s,Old Circular Saw,Ivy League Hoodie,White Basketball Shoes,Dandy Hairstyle,Cross Charm Bracelet,Mechanic,Deep Dawn,Inside Camping Car,Phone Alarm Ringing,Nail Tips
30s,Broken Beer Bottle,Short Padded Coat,Black Long Boots,Brown Short Babyperm,Tennis Wristband,Mechanic,Morning,Old Guest House,Sand Stepping Barefoot,Irregular Footprints
40s,Hydrochloric Acid,Grey Hiking Jacket,Blue Colored Boots,Cherry Red Hair,Cross Charm Bracelet,Sanitation Worker,Morning,Blackout Parking Lot,Dog Barking,Maggot
20s,Female Stocking,White Shirt,Black Converse,Low Ponytail,Wide Leather Bracelet,Guard,Late Night,Amusement Park Pillar,Hazy Music,Fingerprints
20s,Wood Branch,Old Denim Jacket,Cherry Colored Boots,High Ponytail,Black Disposable Mask,Banker,Early Morning,Dormitory High School,Hammering Sound,Black Wig Hair
20s,Fire Poker,Emerald Coach Jacket,Black Boots,Bob With Bangs,Gold Cross Necklace,Firefighter,Late Night,Closed Amusement Park,Irregular Walking Sound,Chewed Gum
20s,Rusty Shotgun,Logo Printed Windbreaker,Black Dress Shoes,Black Short Babyperm,Thick Chain Nechlace,Engineer,Late Night,Cargo Truck Back,Skid Sounds,Excrements
40s,Glacial Acetic Acid,Jersey Zip Hoodie,White Basketball Shoes,Comma Hairstyle,Black Backpack,Hotel Receptionist,Late Night,Messy Goshiwon,Chewing Paper Cup,Arson Attempt
50s,Sharp Edged Stone,Purple Short Cardigan,White Running Shoes,Long Brown hair,Millitary Backpack,Photographer,Early Morning,Small Old Supermarket,Strong Wind,Footprint 265mm workshoes
50s,Studded Dirty Knuckle,Long Padded Coat,Ochre Leather Loper,Long Hair,Buddhist Bead Bracelet,Police Officer,Morning,Inside Taxi,Skid Sounds,Lipstick Stained Cigarette
40s,Guillotine Paper Cutter,Green Hiking Jacket,Strapped Leather Sandal,Comma Hairstyle,Wide Leather Bracelet,Athletic Trainer,Deep Dawn,Small Old Supermarket,Electric Fan Sound,Disposable Lighter
70s,Flathead Screwdriver,Brown Wool Coat,Red Converse,Brown Short Babyperm,Millitary Backpack,Janitor,Morning,Underground Parking Lot,People Having Conversation,Body Hair
